game_id|game_date|visit_id|home_id|visit_scores|home_scores|attendance|officials
1803345|12/21/2019 10:00 PM|486785|486784|['31', '41', '72']|['20', '30', '50']|1545|['Juan Corral', 'Martin Chicocki', 'Jeff Wooten']
1803363|12/21/2019 10:00 PM|486990|486762|['40', '30', '70']|['26', '41', '67']|6728|"['Matt Rukasin', ""Mike O'Neil"", 'Ruben Ramos']"
1803351|12/21/2019 10:30 PM|486684|486965|['33', '45', '78']|['36', '48', '84']|6764|['John Paul Guerrero', 'Jim Schipper', 'Daryl Gelinas']
1803361|12/21/2019 11:00 PM|486862|486966|['26', '40', '66']|['39', '38', '77']|1629|['Ron  Brokenbrough', 'SirAllen Connor', 'Larry Scirotto']
1803365|12/22/2019 12:00 AM|486804|486943|['22', '41', '63']|['40', '43', '83']|15501|['Jemel Spearman', 'Mark Schnur', 'Ted Valentine']
1803368|12/22/2019 12:00 AM|486838|486906|['31', '34', '65']|['21', '29', '50']|1932|['Timothy  Hall', 'Matthew Potter', 'Anthony Jordan']
1803369|12/22/2019 01:00 AM|486899|486952|['38', '42', '80']|['41', '47', '88']|4648|[]
1803371|12/22/2019 01:00 AM|486767|486754|['35', '45', '80']|['35', '34', '69']|181|[]
1803366|12/22/2019 03:00 AM|486796|487000|['39', '41', '80']|['37', '28', '65']|1264|['Larry Scirotto', 'Kelly Self', 'Chris Rastatter']
1803374|12/22/2019 12:00 PM|486986|486858|['50', '39', '89']|['21', '47', '68']|1013|['Carl Luciano', 'Tiger Womack', 'Matt Lavigne']
1803379|12/22/2019 12:00 PM|486811|486808|['32', '39', '71']|['48', '41', '89']|741|['Tim Smith', 'Tom Courtney', 'Guy Pagano']
1803377|12/22/2019 12:00 PM|486896|486857|['25', '26', '51']|['37', '26', '63']|2257|['Phil Sallustio', 'Nathan Farrell', 'Brian Dorsey']
1803376|12/22/2019 12:00 PM|486994|486886|['33', '36', '69']|['32', '26', '58']|681|['Sean  Campbell', 'Mike Nardone', 'Paul  Faia']
1803388|12/22/2019 01:00 PM|486882|486985|['13', '31', '44']|['33', '30', '63']|5692|['Don  Daily', 'Brandon Cruz', 'Rob  Riley']
1803378|12/22/2019 01:00 PM|486869|486871|['28', '31', '59']|['50', '39', '89']|13541|['Clarence Armstrong', 'Chance Moore', 'Rick Crawford']
1803383|12/22/2019 01:00 PM|486933|486812|['36', '26', '62']|['40', '48', '88']|9374|['Rob Rorke', 'Bill Jacobson', 'Zelton Steed']
1803390|12/22/2019 01:00 PM|486989|486719|['40', '38', '78']|['36', '36', '72']|1381|['Tom  Deneen', 'Mike Palau', 'Michael Luckie']
1803382|12/22/2019 01:30 PM|486756|486827|['30', '47', '77']|['28', '40', '68']|301|[]
1803373|12/22/2019 02:00 PM|487079|486791|['18', '32', '50']|['33', '35', '68']|749|['Jeremy Dente', 'Juan Corral', 'Steven Espinoza']
1803367|12/22/2019 02:00 PM|486902|486962|['26', '26', '52']|['46', '30', '76']|5376|['Roger Ayers', 'Les Jones', 'Steven Perry']
1803398|12/22/2019 02:00 PM|486855|486861|['31', '29', '60']|['31', '24', '55']|1092|"[""Que'z Crawford"", 'Jose Carrion', 'Fred Gaines Jr.', 'Charles Huff']"
1803397|12/22/2019 02:00 PM|486814|486854|['40', '36', '76']|['32', '48', '80']|662|['Robert Riley, Jr.', 'Rob Snedden', 'DJ Carstensen']
1803396|12/22/2019 02:00 PM|486802|486867|['25', '39', '64']|['40', '45', '85']|3449|['Gene Grimshaw', 'Ed Crenshaw', 'Antinio Petty']
1803395|12/22/2019 02:00 PM|486839|486673|['42', '41', '83']|['24', '43', '67']|363|['Tom  Kenny', 'Landon Brandes', 'Josue Nieves']
1803394|12/22/2019 02:00 PM|486820|486988|['36', '26', '62']|['32', '49', '81']|513|['Gary Pucino', 'Doug Aprahamian', 'Steven Ruppenthal']
1803393|12/22/2019 02:00 PM|486742|486734|['34', '49', '83']|['37', '33', '70']|801|['Hunter Allen', 'Donald `Daniels', 'Chris Ford']
1803391|12/22/2019 02:00 PM|487434|486934|['28', '18', '46']|['36', '38', '74']|350|['Michael  Stramiello', 'Ernest  Hamilton III', 'Arthur Vaulk']
1803381|12/22/2019 02:30 PM|486859|486936|['48', '40', '88']|['46', '61', '107']|10423|['Doran Gotschall', 'Olandis Poole', 'David Hall']
1803406|12/22/2019 03:00 PM|486655|486707|['33', '37', '70']|['24', '35', '59']|14409|['Doug Sirmons', 'Pat Adams', 'Bill Covington Jr.']
1803399|12/22/2019 03:00 PM|486860|486973|['39', '42', '81']|['26', '30', '56']|-1|['Todd Apo', 'Nate Harris', 'Larry Spaulding']
1803392|12/22/2019 03:00 PM|486817|486894|['23', '36', '59']|['25', '31', '56']|3012|['Ray Natili', 'Jeb Hartness', 'Randy Heimerman']
1803400|12/22/2019 03:00 PM|486935|486913|['23', '35', '58']|['21', '31', '52']|2761|['K.B. Burdett Jr.', 'Lee Cassell', 'Steven Anderson']
1803413|12/22/2019 03:30 PM|486979|486982|['31', '42', '73']|['24', '34', '58']|1381|['Dwayne  Gladden', 'Sean  Hull', 'Evon Burroughs']
1803415|12/22/2019 04:00 PM|486727|486805|['24', '30', '54']|['19', '26', '45']|5632|['Jeffrey Anderson', 'Jamie Luckie', 'Ron Groover']
1803418|12/22/2019 04:00 PM|486926|486828|['30', '26', '56']|['22', '38', '60']|3626|['Garrick Shannon', 'Terry Wymer', 'Joe Lindsay']
1803387|12/22/2019 04:00 PM|486787|486893|['23', '23', '46']|['17', '36', '53']|822|['Michael Irving', 'Bob Staffen', 'Michael Greenstein']
1803419|12/22/2019 04:30 PM|486974|486651|['27', '28', '55']|['22', '53', '75']|8879|['Kipp Kissinger', 'Wally Rutecki', 'Jeff Clark']
1803411|12/22/2019 04:30 PM|486739|486657|['42', '36', '78']|['35', '40', '75']|1483|['John Yorkovich', 'Robert Felder', 'Rob Kueneman']
1803414|12/22/2019 05:00 PM|486726|486683|['38', '29', '67']|['27', '32', '59']|6445|"['John Gaffney', ""Brian O'Connell"", 'John Higgins']"
1803412|12/22/2019 05:00 PM|486849|486773|['26', '48', '74']|['31', '29', '60']|6179|['Chris Beaver', 'Rick Bastell', 'Bill Brill']
1803417|12/22/2019 06:00 PM|487112|486789|['25', '25', '50']|['48', '37', '85']|506|['Kevin Smith', 'Andy Cohn', 'Jeff Wooten']
1803422|12/22/2019 09:30 PM|486768|486711|['40', '24', '64']|['51', '34', '85']|-1|['Don Berdahl', 'Darron George', 'Keith Kimble']
1803423|12/22/2019 10:00 PM|486914|487001|['29', '37', '66']|['59', '44', '103']|2003|['Quinton Reece', 'Glen Mayberry', 'Frank Harvey III']
1803421|12/22/2019 11:30 PM|486688|486856|['37', '26', '63']|['31', '36', '67']|6179|['Shane Staggs', 'Owen Shortt', 'Tony Padilla']
1803424|12/23/2019 12:00 AM|486852|486818|['22', '31', '53']|['40', '41', '81']|13407|['TODD AUSTIN', 'BRENT HAMPTON', 'BERT SMITH']
1817410|12/23/2019 04:30 PM|486973|486773|['34', '35', '69']|['43', '42', '85']|-1|['Todd Apo', 'Shane Staggs', 'Don Berdahl']
1803430|12/23/2019 06:00 PM|486788|486736|['24', '33', '57']|['44', '35', '79']|940|['Scott Brown', 'Deldre Carr', 'Gregory Nixon']
1803431|12/23/2019 06:00 PM|486798|486652|['41', '31', '72']|['30', '43', '73']|5804|"[""Kevin O'Connell"", 'Jeff Anderson', 'Ron Tyburski']"
1817409|12/23/2019 07:00 PM|486860|486849|['43', '27', '70']|['32', '27', '59']|5585|['Owen Shortt', 'Tony Padilla', 'Keith Kimble']
1803432|12/23/2019 07:00 PM|486848|486664|['34', '42', '76']|['37', '48', '85']|4085|['Gerald Williams', 'Mike Nance', 'Don Daily']
1803433|12/23/2019 07:00 PM|486847|486850|['32', '32', '64']|['29', '44', '73']|10412|['Ron Groover', 'Terry Oglesby', 'Pat Adams']
1803434|12/23/2019 10:00 PM|486999|486786|['32', '39', '71']|['31', '38', '69']|4693|['Kelly Self', 'Bob Staffen', 'Ryan McDaniel']
1817408|12/23/2019 11:00 PM|486711|486856|['37', '35', '72']|['22', '39', '61']|5757|['Kevin Brill', 'Larry Spaulding', 'Darron George']
1817407|12/24/2019 01:30 AM|486768|486688|['31', '39', '70']|['31', '40', '71']|5757|['Chris Beaver', 'Rick Batsell', 'Nate Harris']
1817405|12/25/2019 01:30 PM|486973|486768|['19', '27', '46']|['19', '42', '61']|-1|[]
1817406|12/25/2019 03:30 PM|486773|486688|['29', '43', '72']|['27', '40', '67']|-1|['Todd Apo', 'Rick Batsell', 'Larry Spaulding']
1817420|12/25/2019 06:30 PM|486849|486856|['29', '41', '70']|['32', '21', '53']|6356|['Shane Staggs', 'Owen Shortt', 'Darron George']
1817404|12/25/2019 08:30 PM|486860|486711|['31', '44', '75']|['36', '35', '71']|6356|['Kevin Brill', 'Tony Padilla', 'Keith Kimble']
1803446|12/27/2019 07:00 PM|486891|486892|['43', '38', '81']|['46', '47', '93']|544|['Sean Hull', 'Mike Millione', 'Kyle Luckie']
1803444|12/27/2019 07:00 PM|486813|486922|['27', '28', '55']|['37', '42', '79']|1703|['Vasili Rousseas', 'Adam Flore', 'Donnie Eppley']
1803457||486788|486841|['31', '32', '63']|['59', '43', '102']|9067|['Doug Shows', 'Chuck Jones', 'R.B. Clyburn']
1803462|12/28/2019 12:00 AM|490782|486906|['37', '15', '52']|['51', '53', '104']|1528|['Luke Payne', 'Austin  Reeves', 'Chris King']
1803454|12/28/2019 12:00 AM|486750|486840|['26', '45', '71']|['47', '41', '88']|5636|['Jeff Pon', 'Tony Greene', 'Lee Cassell']
1803452|12/28/2019 12:00 AM|486722|486680|['38', '30', '68']|['24', '24', '48']|21678|['Michael Stephens', 'Ted Valentine', 'Joe Lindsay']
1803463|12/28/2019 01:00 AM|486839|486912|['27', '35', '62']|['38', '51', '89']|10546|['Chris Beaver', 'Steve McJunkins', 'D.J. Carstensen']
1803458||490699|486815|['21', '33', '54']|['58', '33', '91']|16914|['Lamar Simpson', 'Greg Evans', 'Anthony Franklin']
1803451|12/28/2019 01:00 AM|486744|486716|['36', '43', '79']|['24', '38', '62']|5102|['Roger Ayers', 'Brent Hampton', 'Tim Gattis']
1803465|12/28/2019 01:00 AM|491684|486946|['29', '35', '64']|['49', '53', '102']|2035|['Nomi Kidwai', 'Bill Jacobson', 'Doug Sirmons']
1803453|12/28/2019 02:00 AM|486963|486778|['30', '43', '73']|['32', '47', '79']|12365|['Rick Randall', 'Kevin Brill', 'Randy McCall']
1803459|12/28/2019 02:00 AM|486789|486773|['34', '38', '72']|['50', '53', '103']|4121|['Jim Schipper', 'Shawn Lehigh', 'Bob Staffen']
1803461|12/28/2019 03:00 AM|486736|486993|['30', '28', '58']|['36', '48', '84']|3500|['Juan Corral', 'John Higgins', 'Eric Curry']
1803464||486784|486997|['23', '34', '57']|['31', '42', '73']|12414|['Chris Rastatter', 'Mike Scyphers', 'Brady Chelette']
1803466||486796|486786|['21', '39', '60']|['30', '27', '57']|4740|['Verne Harris', 'Jimmy Casas', 'Marc Beasley']
1803477|12/28/2019 11:30 AM|486779|486826|['29', '21', '50']|['35', '40', '75']|9314|['Jerry Heater', 'Tim Clougherty', 'Raymie Styons']
1803479|12/28/2019 12:00 PM|487686|486714|['23', '24', '47']|['54', '54', '108']|965|['Josh Pitto', 'Allen Sutton', 'Vladimir Voyard-Tadal']
1803480|12/28/2019 12:00 PM|486728|486738|['41', '42', '83']|['38', '35', '73']|868|['Wesley Ford', 'Brandon Cruz', 'Donnie Eppley']
1803478|12/28/2019 12:00 PM|486759|486846|['32', '28', '60']|['41', '39', '80']|7245|['Les Jones', 'Bill Covington Jr.', 'Mike Eades']
1803481|12/28/2019 12:00 PM|490512|486920|['30', '16', '46']|['48', '54', '102']|1059|['Craig Murley', 'Kyle Bottoms', 'Bryan Washer']
1803483|12/28/2019 12:00 PM|486801|486977|['21', '41', '62']|['51', '46', '97']|14804|['Lewis Garrison', 'Kelly Pfeifer', 'Terry Oglesby']
1803487|12/28/2019 01:00 PM|486994|486853|['27', '40', '67']|['34', '36', '70']|2525|"['Trey Styons', ""Pat O'Connell"", 'Johnee Gleich']"
1803490|12/28/2019 01:00 PM|486723|486953|['24', '40', '64']|['31', '43', '74']|2551|['Josh White', 'Edwin Young', 'John Floyd']
1803485|12/28/2019 01:30 PM|486937|486905|['24', '31', '55']|['51', '46', '97']|15501|['Robert Felder', 'Randy Heimerman', 'Todd Austin']
1803486|12/28/2019 02:00 PM|486729|486898|['24', '30', '54']|['57', '49', '106']|16242|['Ray Natili', 'Paul Szelc', 'Bo Boroski']
1803489|12/28/2019 02:00 PM|486690|486777|['33', '33', '66']|['38', '40', '78']|5293|['Kelly Self', 'Jeff Malham', 'Brian McAnally']
1803492|12/28/2019 02:00 PM|490050|486756|['19', '30', '49']|['44', '38', '82']|2294|['Andrew Walton', 'Peter Juzemas', 'Orlando Poole']
1803500|12/28/2019 02:00 PM|486948|486691|['29', '32', '61']|['17', '28', '45']|1102|['Tim Kelly', 'Tony Crisp', 'Earl Watson']
1803501|12/28/2019 02:00 PM|486730|486825|['38', '38', '76']|['27', '38', '65']|830|"['Michael Luckie', 'Tim Smith', ""Brian O'Connell""]"
1803502|12/28/2019 02:00 PM|486897|486811|['26', '28', '54']|['25', '44', '69']|1295|['Mikerlange Fleury', 'Jeff Fox', 'Nathan Farrell']
1803503|12/28/2019 02:00 PM|486721|486724|['38', '46', '84']|['44', '46', '90']|4089|"['Mark Riggs', 'Steve Honacki', ""Andy O'Brien""]"
1803506|12/28/2019 02:00 PM|486781|486881|['21', '38', '59']|['37', '34', '71']|2558|['Bert Smith', 'John Gaffney', 'Mike Roberts']
1803517|12/28/2019 03:00 PM|486823|486957|['26', '43', '69']|['46', '32', '78']|3792|['Michael  Kitts', 'Scott Siville', 'Bill Ek']
1803491|12/28/2019 03:00 PM|486684|486761|['33', '48', '81']|['48', '50', '98']|8795|['Mike Reed', 'Larry Spalding', 'Tony Padilla']
1803482|12/28/2019 03:00 PM|486832|486931|['20', '29', '49']|['28', '36', '64']|7463|['Larry Scirotto', 'D.G. Nelson', 'Gregory Nixon']
1803499|12/28/2019 03:00 PM|486806|486866|['31', '35', '66']|['36', '35', '71']|1489|['Ron Tyburski', 'Rob Kueneman', 'Rob Riley']
1803505|12/28/2019 03:00 PM|490078|486672|['29', '33', '62']|['42', '52', '94']|2182|[]
1803520|12/28/2019 03:45 PM|486890|486880|['24', '37', '9', '70']|['32', '29', '17', '78']|20437|['Ron Groover', 'Pat Adams', 'Don  Dailey']
1803515|12/28/2019 04:00 PM|490781|486689|['43', '21', '64']|['52', '47', '99']|1087|['Isaiah Conrad', 'Darron  George', 'Steve Devine']
1803514|12/28/2019 04:00 PM|490696|486653|['13', '34', '47']|['37', '39', '76']|1118|['Michael Swoboda', 'Brent Dugas', 'Mike Nance']
1803497|12/28/2019 04:00 PM|486833|486712|['41', '38', '79']|['32', '45', '77']|4423|['Doug  Sturdivan', 'Eric Anderson', 'Ron Brokenbrough']
1803495|12/28/2019 04:00 PM|490704|486809|['34', '28', '62']|['40', '47', '87']|3337|['Jon Stigliano', 'Doran Gotschall', 'Brent Meaux']
1813802|12/28/2019 04:00 PM|491258|486698|['30', '31', '61']|['66', '63', '129']|8338|['Wilson Holland', 'Brad Fowler', 'John Paul Guerrero']
1803523|12/28/2019 04:00 PM|486857|486876|['30', '52', '82']|['36', '40', '76']|1987|['Mark Schnur', 'Sean Hull', 'Tony Chiazza']
1803529|12/28/2019 04:00 PM|486831|486828|['39', '35', '74']|['32', '50', '82']|3481|['Steven Anderson', 'Jamie Luckie', 'Anthony Jordan']
1803532|12/28/2019 04:00 PM|486887|486845|['38', '27', '65']|['43', '35', '78']|1996|['Ryan Sassano', 'Tim Comer', 'Justin Porterfield']
1803521|12/28/2019 04:00 PM|486835|486708|['28', '38', '66']|['27', '27', '54']|1203|['Tommy Deneen', 'Phil  Sallustio', 'Mike  Palau']
1803522|12/28/2019 04:00 PM|486947|486783|['14', '22', '36']|['33', '34', '67']|8040|['Tommy Morrissey', 'Matt Potter', 'Wally Rutecki']
1803536|12/28/2019 04:30 PM|487678|486886|['33', '51', '84']|['60', '65', '125']|313|['Daniel Basile', 'Dave  Masino', 'Guy Pagano']
1803516|12/28/2019 05:00 PM|490556|486749|['29', '36', '65']|['43', '37', '80']|1949|['Scott DeBo', 'Chad Shepherd', 'Deldre Carr']
1803504|12/28/2019 05:00 PM|486787|486795|['33', '44', '77']|['33', '41', '74']|6418|['Tom Nally', 'Frank Harvey III', 'Kipp Kissinger']
1803525|12/28/2019 05:00 PM|490827|486763|['32', '41', '73']|['42', '42', '84']|1173|['Nelson Santiago', 'Kyle Regetz', 'Nathan Bemis']
1803538|12/28/2019 05:00 PM|487682|486927|['12', '22', '34']|['45', '61', '106']|2372|['Brad Eggert', 'Michael Reese', 'Frankie Bordeaux']
1803531|12/28/2019 05:00 PM|490811|486874|['38', '18', '56']|['67', '53', '120']|726|['Chase Shaw', 'Gabe Tucker', 'Brian Crocker']
1803510|12/28/2019 05:05 PM|486950|486972|['29', '36', '65']|['39', '30', '69']|902|['Ian Caldwell', 'Scott Brown', 'Nate Harris']
1803541|12/28/2019 05:30 PM|490270|486769|['19', '33', '52']|['57', '51', '108']|173|['Raymond Lightfoot', 'Jon Riggsbee', 'Nick Heather']
1803533|12/28/2019 06:00 PM|487473|486725|['34', '34', '68']|['41', '41', '82']|2826|['David Hall', 'Crystal Hogan', 'Brad Gaston']
1803527|12/28/2019 06:00 PM|486790|486918|['28', '23', '51']|['37', '29', '66']|3349|['Brent Watts', 'Michael Greenstein', 'Rick Batsell']
1803455|12/28/2019 07:00 PM|486938|486675|['28', '29', '57']|['41', '30', '71']|18125|['Brian Dorsey', 'Tony  Henderson', 'Pat Driscoll']
1803548|12/28/2019 07:00 PM|486928|486821|['29', '39', '68']|['43', '39', '82']|2101|['Dwayne Gladden', 'Nathal Hall', 'Jeff Clark']
1803550|12/28/2019 08:00 PM|491396|486923|['27', '19', '46']|['44', '37', '81']|4107|['Kyle Luckie', 'Scott Tierney', 'Tyler Kumpf']
1803553|12/28/2019 09:00 PM|486949|486919|['34', '38', '72']|['28', '51', '79']|4017|['Layne Barney', 'Ruben Ramos', 'Casey McClellan']
1803543|12/28/2019 09:00 PM|486970|487000|['32', '36', '68']|['42', '41', '83']|1333|['Daryl Gelinas', 'Glen Mayberry', 'Ken Ditty']
1803551|12/28/2019 10:00 PM|486966|486794|['25', '31', '56']|['35', '34', '69']|1855|['Martin Cichocki', 'Jeff Ketchu', 'Michael Irving']
1803552|12/28/2019 10:00 PM|486921|486893|['40', '34', '74']|['32', '39', '71']|670|['Ryan McDaniel', 'Brad Ferrie', 'Winston Stith']
1803557|12/28/2019 10:00 PM|486863|486862|['29', '31', '60']|['23', '39', '62']|-1|['Rob Kruger', 'Jeff Wooten', 'Tommy Nunez']
1803554|12/28/2019 10:00 PM|491679|487001|['44', '31', '75']|['45', '47', '92']|1833|['Derek Anganes', 'Mark Fulton', 'Ryan Holmes']
1803560|12/29/2019 12:00 AM|486760|486943|['26', '34', '60']|['35', '37', '72']|17592|['Tim Comer', 'Brent Hampton', 'Jamie Luckie']
1803581||486899|486827|['38', '45', '83']|['29', '32', '61']|16780|['Joe DeRosa', 'Ray Natili', 'Rick Crawford']
1803563|12/29/2019 12:00 AM|486797|486959|['27', '36', '63']|['24', '31', '55']|3305|['Jourdan Love', 'Robert Felder', 'Mark Riggs']
1803567|12/29/2019 01:00 AM|486982|486755|['39', '39', '78']|['43', '47', '90']|9960|['Ted Valentine', 'Ron Groover', 'Doug Shows']
1803562|12/29/2019 01:00 AM|486747|486766|['25', '34', '59']|['40', '46', '86']|9121|['Brian Shey', 'Vladimir Voyard-Tadal', 'Mike Nance']
1803561|12/29/2019 01:00 AM|486854|486955|['37', '30', '67']|['31', '35', '66']|5304|['Lewis Garrison', 'Rob Riley', 'Larry Scirotto']
1803572|12/29/2019 01:00 AM|486941|486865|['34', '30', '64']|['50', '45', '95']|13676|[]
1803588|12/29/2019 12:00 PM|486814|486968|['29', '30', '59']|['45', '45', '90']|8316|['Scott Siville', 'Chris Beaver', 'Bill McCarthy']
1803589|12/29/2019 12:00 PM|486753|486956|['18', '38', '56']|['36', '46', '82']|8181|['Nathan Farrell', 'Matt Potter', 'James Breeding']
1803590|12/29/2019 12:00 PM|486940|486674|['17', '48', '65']|['37', '44', '81']|2488|['Chris Pacsi', 'Tim Kelly', 'Wally Rutecki']
1803591|12/29/2019 12:00 PM|486780|486901|['31', '39', '70']|['36', '48', '84']|14777|['Edwin Young', 'Earl Walton', 'Courtney Green']
1803595|12/29/2019 12:00 PM|486713|486958|['31', '36', '67']|['37', '22', '59']|16781|['Terry Warner', 'Bert Smith', 'Brook Wells']
1803602|12/29/2019 01:00 PM|487374|486799|['33', '22', '55']|['41', '48', '89']|821|['Tyler Sandmann', 'Daniel Basile', 'Dave Masino']
1803601|12/29/2019 01:00 PM|486934|486812|['20', '27', '47']|['35', '34', '69']|10507|['K.B. Burdett Jr.', 'Olandis  Poole', 'Bart Lenox']
1803598|12/29/2019 01:30 PM|486885|486888|['26', '31', '57']|['32', '42', '74']|9193|['Jason Baker', 'Jeffrey Anderson', 'Lee Cassell']
1803607|12/29/2019 01:30 PM|491396|486679|['21', '21', '42']|['40', '32', '72']|2350|['Michael Wallace', 'Coy Gammon', 'John Hampton']
1803621|12/29/2019 02:00 PM|491070|486735|['30', '26', '56']|['40', '41', '81']|175|['Jason Garretson', 'Kurt Reinhard', 'Anthony  Franklin']
1796902|12/29/2019 02:00 PM|486870|486810|['19', '35', '54']|['35', '64', '99']|6753|['Shawn Lehigh', 'Anthony Jordan', 'Gregory Nixon']
1803613|12/29/2019 02:00 PM|486705|486743|['41', '41', '82']|['48', '43', '91']|459|['Nick Heater', 'Jeremy Mosier', 'A.J.  Desai']
1803612|12/29/2019 02:00 PM|486858|486652|['37', '25', '62']|['45', '29', '74']|6202|"['Tim Smith', 'Ryan Corbett', ""Andy O'Brien""]"
1803570|12/29/2019 02:00 PM|487170|486829|['26', '22', '48']|['61', '56', '117']|3934|['Bret Smith', 'Chris McCurry', 'Andy Ezzelle']
1803622|12/29/2019 02:00 PM|486882|486986|['39', '28', '67']|['37', '29', '66']|357|['Craig Lastres', 'David Powell', 'Dave Fernandez']
1803614|12/29/2019 02:00 PM|486891|486910|['25', '35', '60']|['42', '44', '86']|12707|['Michael Palau', 'Luke Schumer', 'Lamont Simpson']
1803616|12/29/2019 03:00 PM|486995|486981|['36', '39', '75']|['29', '32', '61']|1763|['Kerby Sitton', 'Darron George', 'Antinio Petty']
1803615|12/29/2019 03:00 PM|490705|486663|['17', '31', '48']|['41', '55', '96']|447|['Bryan Washer', 'Scott Tierney', 'Thomas Short']
1803611|12/29/2019 03:00 PM|486751|486718|['29', '37', '66']|['41', '43', '84']|10506|['Gerald Williams', 'Sean Casady', 'Byron Jarrett']
1803609|12/29/2019 03:00 PM|486660|486960|['19', '12', '31']|['47', '35', '82']|7722|['Kelly Self', 'Michael Stephen', 'Kipp Kissinger']
1803593|12/29/2019 03:00 PM|486878|486671|['28', '44', '72']|['18', '38', '56']|6582|['Chris Rastatter', 'John Higgins', 'Tony Padilla']
1803620|12/29/2019 03:00 PM|487665|486681|['29', '43', '72']|['38', '54', '92']|841|['Tariq Lucas', 'Davis Maxwell', 'Tim Fitzgerald']
1803649|12/29/2019 04:00 PM|486884|486975|['30', '32', '62']|['39', '32', '71']|1927|['Dwayne Gladden', 'Chet Walker', 'Steven Perry Jr.']
1803661|12/29/2019 04:00 PM|491500|486979|['27', '18', '45']|['49', '41', '90']|861|['Jason Page', 'Chase Vaden', 'Anthony Eades']
1803619|12/29/2019 04:00 PM|486793|486936|['32', '37', '69']|['36', '38', '74']|10693|['Brent Meaux', 'Michael Irving', 'Michael Greenstein']
1803600|12/29/2019 04:00 PM|486754|486965|['24', '35', '59']|['48', '50', '98']|6771|['Daryl Gelinas', 'Doran Gotschall', 'Verne Harris']
1803631|12/29/2019 04:00 PM|486734|486872|['30', '21', '51']|['49', '44', '93']|15056|['John Floyd', 'Alfred Smith', 'D.J. Carstensen']
1803634|12/29/2019 04:00 PM|486678|486915|['32', '31', '63']|['31', '49', '80']|7261|['Wil Howard', 'Owen Shortt', 'Randy Heimerman']
1803657|12/29/2019 04:00 PM|487414|486772|['21', '24', '45']|['36', '62', '98']|2002|['Robert Riley Jr', 'Joseph Palacz', 'Matt Palumb']
1803644|12/29/2019 04:00 PM|486785|486685|['29', '29', '58']|['33', '40', '73']|14055|['Chance Moore', 'Jeb Hartness', 'Mike Roberts']
1803656|12/29/2019 04:00 PM|486697|486707|['29', '27', '56']|['37', '28', '65']|14399|['Jerry Heater', 'Justin Porterfield', 'Mike Eades']
1803646|12/29/2019 04:00 PM|486746|486929|['21', '31', '52']|['34', '39', '73']|14968|['Steve Honacki', 'Steve McJunkins', 'Bill Ek']
1803632|12/29/2019 04:30 PM|486980|486911|['48', '41', '89']|['24', '38', '62']|2806|['Todd Austin', 'Les Jones', 'Gary Maxwell']
1803617|12/29/2019 05:00 PM|487578|486998|['38', '29', '67']|['45', '48', '93']|1149|['Ryan McDaniel', 'Brad Ferrie', 'Winston Stith']
1803618|12/29/2019 05:00 PM|486758|486649|['32', '25', '57']|['48', '44', '92']|1242|['Horace Shields', 'Jimmy Casas', 'Eric Curry']
1803672|12/29/2019 05:00 PM|486838|486658|['26', '32', '58']|['35', '25', '60']|2707|['Josue  Nieves', 'Chuck Jones', 'Pat Adams']
1803671|12/29/2019 05:00 PM|486892|486704|['31', '20', '51']|['40', '45', '85']|7637|['Tony Henderson', 'Tim Clougherty', 'Raymie Styons']
1803660|12/29/2019 05:00 PM|491165|486954|['34', '27', '61']|['52', '49', '101']|765|['Steven Chiara', 'Jon Stigliano', 'Brent Meaux']
1803658|12/29/2019 05:00 PM|490692|486659|['23', '36', '59']|['30', '44', '74']|1001|['Craig Murley', 'Ron Gengenbacher', 'Kyle Luckie']
1803664|12/29/2019 05:30 PM|486656|486930|['42', '36', '78']|['36', '45', '81']|4234|['Kirk Smith', 'Todd Von Sossan', 'Bryan Anslinger']
1803647|12/29/2019 05:30 PM|486944|486822|['33', '33', '66']|['33', '22', '55']|1059|['Leon Wilson', 'Chad Barlow', 'Tim Stewart']
1803665|12/29/2019 05:30 PM|486657|486715|['38', '37', '75']|['39', '43', '82']|407|['Greg  Langsdorf', 'Brad Clauss', 'Luke Chittum']
1803673|12/29/2019 06:00 PM|486694|486877|['34', '33', '67']|['40', '29', '69']|8370|['Marques Pettigrew', 'Keith Kimble', 'Doug Sirmons']
1803641|12/29/2019 06:00 PM|486945|486964|['28', '38', '66']|['36', '47', '83']|4364|['Jeff Wooten', 'Tom Spitznagel', 'Kevin Brill']
1803645|12/29/2019 06:00 PM|486855|486792|['34', '37', '71']|['24', '39', '63']|4317|['Marc A. Beasley', 'Deldre Carr', 'David Hall']
1820967|12/29/2019 06:00 PM|491370|486935|['12', '18', '30']|['60', '44', '104']|4490|['Derek Schulte', 'Wilson Holland', 'Ronnie Hernandez']
1803683|12/29/2019 06:00 PM|486902|486706|['22', '15', '37']|['45', '47', '92']|7642|['Tony Chiazza', 'Mark Schnur', 'Roger Ayers']
1803566|12/29/2019 06:00 PM|486764|486868|['33', '38', '71']|['38', '26', '64']|14892|['Kelly Pfeifer', 'Bo Boroski', 'Terry Oglesby']
1803682|12/29/2019 06:00 PM|486775|487079|['41', '28', '69']|['44', '23', '67']|867|['Gary Pucino', 'Brian Zink', 'Adam Vandenburgh']
1803571|12/29/2019 07:00 PM|486771|486992|['28', '39', '67']|['35', '42', '77']|6723|['Eric Anderson', 'Tony Greene', 'Lamar Simpson']
