team_id|team_short_name|team_long_name
487222|['Chestnut Hill']|['Chestnut Hill Griffins']
491252|[]|[]
487718|['Franciscan']|['Franciscan Barons']
487635|['Northland']|['Northland Lumberjacks']
487260|['McKendree']|['McKendree Bearcats']
487314|['JWU (Denver)']|['JWU (Denver) Wildcats']
491134|[]|[]
487372|['Concordia Chicago']|['Concordia Chicago Cougars']
490758|[]|[]
487579|['Widener']|['Widener Pride']
487121|['Tampa']|['Tampa Spartans']
490411|[]|[]
487387|['Elizabethtown']|['Elizabethtown Blue Jays']
487310|['Belmont Abbey']|['Belmont Abbey Crusaders']
491714|[]|[]
490894|[]|[]
487434|['Kean']|['Kean Cougars']
487112|['San Fran. St.']|['San Fran. St. Gators']
491684|[]|[]
490050|[]|[]
490704|[]|[]
491258|[]|[]
487678|['Centenary (NJ)']|['Centenary (NJ) Cyclones']
490556|[]|[]
490827|[]|[]
487682|['William Peace']|['William Peace Pacers']
490270|[]|[]
487473|['Neb. Wesleyan']|['Neb. Wesleyan Prairie Wolves']
491396|[]|[]
487374|['Connecticut Col.']|['Connecticut Col. Camels']
490705|[]|[]
487665|['Mt. St. Joseph']|['Mt. St. Joseph Lions']
487414|['Hartwick']|['Hartwick Hawks']
487578|['Whittier']|['Whittier Poets']
490692|[]|[]
491678|[]|[]
490777|[]|[]
491410|[]|[]
490708|[]|[]
491689|[]|[]
487272|['Holy Names']|['Holy Names Hawks']
487026|['Cal State LA']|['Cal State LA Golden Eagles']
487703|['Purchase']|['Purchase Panthers']
487689|['JWU (Providence)']|['JWU (Providence) Wildcats']
487468|['CMSV']|['CMSV Dolphins']
487389|['Elmira']|['Elmira Soaring Eagles']
487519|['Rutgers-Camden']|['Rutgers-Camden Scarlet Raptors']
491540|[]|[]
487089|['Morehouse']|['Morehouse Maroon Tigers']
